iter	RMSE
1511	0.1764292991
1512	0.1764084081
1513	0.1764050024
1514	0.1763946174
1515	0.176391189
1516	0.1763192693
1517	0.1762835426
1518	0.1762547546
1519	0.1762233747
1520	0.1761692761
1521	0.1761482671
1522	0.1761313369
1523	0.1761137264
1524	0.1760892077
1525	0.1760610186
1526	0.1760453488
1527	0.1760389719
1528	0.176027852
1529	0.17600159
1530	0.1759859448
1531	0.1759546311
1532	0.1759201196
1533	0.1758547005
1534	0.1758185198
1535	0.1757906128
1536	0.1757510053
1537	0.1757106569
1538	0.1756810491
1539	0.1756308908
1540	0.1756065789
1541	0.1755941671
1542	0.1755574901
1543	0.1755084338
1544	0.175482138
1545	0.1754461679
1546	0.1753921415
1547	0.1753669587
1548	0.1753387968
1549	0.1752941618
1550	0.1752640222
1551	0.1752365887
1552	0.1751807307
1553	0.1751628641
1554	0.175139464
1555	0.1750726593
1556	0.1750680207
1557	0.1750471717
1558	0.1750423343
1559	0.1750295926
1560	0.1750140593
1561	0.1749928207
1562	0.1749733102
1563	0.1749439645
1564	0.1749112336
1565	0.174894355
1566	0.1748425301
1567	0.1747978864
1568	0.1747708899
1569	0.1747361728
1570	0.1746988261
1571	0.1746412667
1572	0.1745871624
1573	0.1745688273
1574	0.1745478692
1575	0.1745074146
1576	0.1744948218
1577	0.1744718778
1578	0.1744195038
1579	0.1744083336
1580	0.1743731624
1581	0.1743537265
1582	0.1743191756
1583	0.1742972801
1584	0.174292951
1585	0.1742682857
1586	0.1742578047
1587	0.1742318115
1588	0.1741869271
1589	0.1741824104
1590	0.1741536102
1591	0.1741221264
1592	0.1740913214
1593	0.1740703054
1594	0.1740303391
1595	0.1740083049
1596	0.1739982275
1597	0.1739471892
1598	0.1739340887
1599	0.1739035325
1600	0.1738803354
1601	0.1738691711
1602	0.1738363419
1603	0.1738307827
1604	0.1738080207
1605	0.1737862011
1606	0.1737648334
1607	0.1737558315
1608	0.1736990076
1609	0.1736905247
1610	0.1736650848
1611	0.1736290705
1612	0.1736280299
1613	0.1735772602
1614	0.1735493459
1615	0.173530594
1616	0.1735173618
1617	0.1735059861
1618	0.1734809408
1619	0.1734763322
1620	0.1734613377
1621	0.1734427367
1622	0.1733892588
1623	0.1733623984
1624	0.1733476287
1625	0.1732930405
1626	0.1732742508
1627	0.1732216143
1628	0.1732092015
1629	0.1731689151
1630	0.1731273544
1631	0.1731113934
1632	0.1731057669
1633	0.1730534513
1634	0.1730173008
1635	0.1730067633
1636	0.1729991985
1637	0.1729832193
1638	0.1729781212
1639	0.1729622832
1640	0.1729490619
1641	0.1729314174
1642	0.1729057235
1643	0.172890535
1644	0.1728702544
1645	0.1728352615
1646	0.1728175551
1647	0.1727959096
1648	0.1727779545
1649	0.1727411148
1650	0.1727354057
1651	0.1727266334
1652	0.1727191357
1653	0.1727071167
1654	0.1726870115
1655	0.1726530294
1656	0.1726307779
1657	0.1725984401
1658	0.1725734177
1659	0.1725374319
1660	0.1724880322
1661	0.1724809385
1662	0.1724643205
1663	0.1724326508
1664	0.1724095991
1665	0.172387369
1666	0.1723518799
1667	0.1723375694
1668	0.1723241357
1669	0.1723100288
1670	0.1722853478
1671	0.1722767661
1672	0.1722548486
1673	0.1722521879
1674	0.1722369789
1675	0.1722185645
1676	0.1722029431
1677	0.1721775108
1678	0.1721286408
1679	0.1721006892
1680	0.172083421
1681	0.1720566716
1682	0.17202463
1683	0.1720074731
1684	0.1719458692
1685	0.1719413079
1686	0.1719408034
1687	0.1719128527
1688	0.1718585024
1689	0.1718246254
1690	0.1718010801
1691	0.1717885452
1692	0.171738646
1693	0.171698534
1694	0.1716899299
1695	0.1716870766
1696	0.1716583108
1697	0.1716376112
1698	0.1716034041
1699	0.1716031784
1700	0.1715958363
1701	0.1715827449
1702	0.171568964
1703	0.1715069042
1704	0.1714677175
1705	0.1714357471
1706	0.171387638
1707	0.1713429648
1708	0.1713285497
1709	0.171315699
1710	0.1712941119
1711	0.1712796441
1712	0.1712703987
1713	0.1712377354
1714	0.1712203489
1715	0.1711636791
1716	0.1711326607
1717	0.1711258695
1718	0.171124414
1719	0.1711130557
1720	0.1710414742
1721	0.1710089837
1722	0.1709891071
1723	0.1709719468
1724	0.1709698149
1725	0.1709189951
1726	0.1709075558
1727	0.1708768101
1728	0.1708703023
1729	0.1708527723
1730	0.1708321149
1731	0.1707863476
1732	0.1707691807
1733	0.1707388818
1734	0.1706834698
1735	0.1706561238
1736	0.1706509782
1737	0.1706445658
1738	0.1706110357
1739	0.1705651472
1740	0.1705539753
1741	0.1705476029
1742	0.1705431978
1743	0.1705277293
1744	0.1705148279
1745	0.1705093173
1746	0.1704833828
1747	0.1704742044
1748	0.1704399334
1749	0.1704156831
1750	0.1704036686
1751	0.1703879152
1752	0.1703778437
1753	0.1703630182
1754	0.1703184279
1755	0.1703010813
1756	0.1702637536
1757	0.1702462989
1758	0.1702250351
1759	0.1702020764
1760	0.1701564231
1761	0.1701454763
1762	0.1700871851
1763	0.170063534
1764	0.1700454324
1765	0.1700245257
1766	0.1700139185
1767	0.1700005442
1768	0.1699714604
1769	0.1699510419
1770	0.1699034715
1771	0.1698484574
1772	0.1698296778
1773	0.1698202547
1774	0.1697896066
1775	0.1697716085
1776	0.169735439
1777	0.1697268733
1778	0.1697251379
1779	0.1697138292
1780	0.1696951229
1781	0.1696926697
1782	0.1696873594
1783	0.169661067
1784	0.1696107218
1785	0.1695945085
1786	0.1695645235
1787	0.1695378298
1788	0.1694949669
1789	0.1694839036
1790	0.1694709425
1791	0.1694397819
1792	0.1693961586
1793	0.1693943264
1794	0.1693719993
1795	0.1693572419
1796	0.16933885
1797	0.1693048427
1798	0.1692837228
1799	0.1692695461
1800	0.1692626817
1801	0.1692477703
1802	0.1692193139
1803	0.1691812369
1804	0.1691206697
1805	0.1690716052
1806	0.1690460565
1807	0.169041645
1808	0.1690292572
1809	0.1689879227
1810	0.1689706832
1811	0.1689658673
1812	0.1689353401
1813	0.1689215682
1814	0.1689137954
1815	0.1689042218
1816	0.1688994555
1817	0.1688786591
1818	0.168872646
1819	0.1688620399
1820	0.1688587349
1821	0.1688501347
1822	0.1688214928
1823	0.1688088864
1824	0.1687741288
1825	0.1687132681
1826	0.1687051604
1827	0.1686916289
1828	0.168641595
1829	0.1686340471
1830	0.1686046558
1831	0.1685715475
1832	0.1685678368
1833	0.1685534548
1834	0.1684984746
1835	0.1684675293
1836	0.1684287243
1837	0.1684268129
1838	0.1684091813
1839	0.1683993662
1840	0.16839196
1841	0.1683196668
1842	0.1683111523
1843	0.1683042055
1844	0.1682699084
1845	0.1682501986
1846	0.1682322835
1847	0.1682005001
1848	0.1681764631
1849	0.1681618686
1850	0.1681494038
1851	0.168115623
1852	0.1680736391
1853	0.1680614223
1854	0.1680315213
1855	0.1680021892
1856	0.16795582
1857	0.1679471322
1858	0.1679428827
1859	0.1679213584
1860	0.1679183345
1861	0.1679117552
1862	0.1678960985
1863	0.1678910059
1864	0.1678712992
1865	0.1678289544
1866	0.1678165124
1867	0.1678104977
1868	0.1678041765
1869	0.1677515513
1870	0.1677486802
1871	0.1677375689
1872	0.1677228204
1873	0.1677215188
1874	0.1677170604
1875	0.1676988162
1876	0.1676661812
1877	0.1676397943
1878	0.1676353917
1879	0.1675818969
1880	0.1675610705
1881	0.1675532174
1882	0.1675382786
1883	0.1675241487
1884	0.1675066438
1885	0.1674913392
1886	0.1674470788
1887	0.1674410027
1888	0.1674115904
1889	0.1673856866
1890	0.1673505809
1891	0.1673300848
1892	0.1673056868
1893	0.1672500145
1894	0.1672075005
1895	0.1671609512
1896	0.1671257515
1897	0.1670848605
1898	0.1670556593
1899	0.1670529719
1900	0.1670432559
1901	0.1670123048
1902	0.1669759051
1903	0.1669498249
1904	0.1669334009
1905	0.1668878754
1906	0.1668743687
1907	0.1668658358
1908	0.1668521034
1909	0.1668131644
1910	0.1667853382
1911	0.1667792716
1912	0.1667191442
1913	0.1666494259
1914	0.166627567
1915	0.1666014166
1916	0.1665799257
1917	0.166562147
1918	0.166526169
1919	0.1665200759
1920	0.1664760432
1921	0.1664368863
1922	0.1664180843
1923	0.166395495
1924	0.1663646921
1925	0.1663262592
1926	0.1663029851
1927	0.166269009
1928	0.1662638498
1929	0.1662572431
1930	0.166235195
1931	0.1662190565
1932	0.1662102293
1933	0.1661944317
1934	0.1661826304
1935	0.1661779831
1936	0.1661187154
1937	0.1661031793
1938	0.1660852296
1939	0.1660371575
1940	0.1659877679
1941	0.1659761942
1942	0.165949315
1943	0.1659158112
1944	0.1659083861
1945	0.1659049793
1946	0.1659009972
1947	0.165878373
1948	0.1658333893
1949	0.1658249553
1950	0.1658090715
1951	0.1658073926
1952	0.1657679113
1953	0.165740651
1954	0.1657403859
1955	0.1657214597
1956	0.1656905404
1957	0.1656730348
1958	0.1656533769
1959	0.1656388549
1960	0.1656240553
1961	0.1656156697
1962	0.1656005584
1963	0.1655837498
1964	0.1655412268
1965	0.1654823084
1966	0.1654582924
1967	0.1654447568
1968	0.1654311662
1969	0.1654206042
1970	0.1653968515
1971	0.1653867444
1972	0.1653569808
1973	0.1653523141
1974	0.1653099347
1975	0.1652967902
1976	0.1652745588
1977	0.1652364986
1978	0.1651955455
1979	0.1651854854
1980	0.1651632486
1981	0.1651435858
1982	0.1651328159
1983	0.1651184936
1984	0.1650950584
1985	0.1650921277
1986	0.1650455837
1987	0.1650348919
1988	0.1650073626
1989	0.1649934069
1990	0.1649885818
1991	0.1649556076
1992	0.1649315884
1993	0.1649211608
1994	0.1648772293
1995	0.1648480161
1996	0.1648132057
1997	0.1647881587
1998	0.1647839487
1999	0.1647664302
