iter	RMSE
162	0.2332481639
163	0.233089762
164	0.2329876007
165	0.2328959105
166	0.2328008835
167	0.2326136735
168	0.2324449666
169	0.2323437668
170	0.2322483849
171	0.2321210582
172	0.2319474878
173	0.231850438
174	0.2316550305
175	0.2315188282
176	0.2313810008
177	0.2312412963
178	0.2311548627
179	0.2310508568
180	0.2309100888
181	0.2307209588
182	0.2306164988
183	0.2305025083
184	0.2303676932
185	0.2302642133
186	0.2301189037
187	0.2299520889
188	0.2298283462
189	0.2297810453
190	0.2296720295
191	0.2295948911
192	0.2295134928
193	0.2293353535
194	0.2292307056
195	0.2291261942
196	0.2290248411
197	0.2289273965
198	0.2287965158
199	0.2287141759
200	0.2286549248
201	0.2285641231
202	0.228421826
203	0.2283440204
204	0.2282735548
205	0.228172575
206	0.2281003478
207	0.22800184
208	0.2279203734
209	0.2278022717
210	0.2276771215
211	0.2275459511
212	0.2274519494
213	0.2273423717
214	0.2272446662
215	0.2271814474
216	0.2270826735
217	0.2270059014
218	0.2269246856
219	0.22677672
220	0.2266564275
221	0.2265591844
222	0.2264896171
223	0.2264031635
224	0.2263105933
225	0.2262349243
226	0.2261730033
227	0.2260513457
228	0.2259461383
229	0.2258605314
230	0.225804189
231	0.2257108712
232	0.2256165103
233	0.2255049548
234	0.2253986133
235	0.2253014455
236	0.2252356815
237	0.2251496219
238	0.2250823919
239	0.2250154739
240	0.2249632532
241	0.2248943051
242	0.2248200624
243	0.2247342286
244	0.2246955037
245	0.2246451507
246	0.224584217
247	0.2245002988
248	0.2244227724
249	0.2243413694
250	0.2242530789
251	0.2241839879
252	0.2240959311
253	0.2240213044
254	0.2239475619
255	0.2238711048
256	0.2237921601
257	0.2237578717
258	0.2236836179
259	0.2236311729
260	0.2235640397
261	0.2234814064
262	0.2234048283
263	0.2233022044
264	0.2232321215
265	0.2231389924
266	0.2231093363
267	0.2230650936
268	0.2229702178
269	0.2229361491
270	0.2228961878
271	0.2228211104
272	0.2227398454
273	0.2226838465
274	0.2226212202
275	0.2225342335
276	0.222436719
277	0.222306923
278	0.2222434443
279	0.222181601
280	0.2220925954
281	0.2220354569
282	0.2219784891
283	0.2219238318
284	0.2218598872
285	0.2218011079
286	0.2217300054
287	0.2216244677
288	0.2215721817
289	0.2214643524
290	0.2213780393
291	0.2213423191
292	0.221256919
293	0.2211707465
294	0.2211002343
295	0.2210371751
296	0.2209681332
297	0.2208898477
298	0.2208229866
299	0.2207562544
300	0.2206905459
301	0.2205896386
302	0.2205726499
303	0.2205220348
304	0.2204589742
305	0.2203465077
306	0.2202907688
307	0.2202556824
308	0.2202077562
309	0.220126204
310	0.2200873202
311	0.2200084603
312	0.2199259682
313	0.2198784352
314	0.2198025989
315	0.2197442927
316	0.2197183639
317	0.219678568
318	0.2195838186
319	0.2195003056
320	0.2194588794
321	0.2193762136
322	0.2193219841
323	0.2192815375
324	0.2192540862
325	0.2191801646
326	0.2190980089
327	0.2190250218
328	0.2189382319
329	0.2189021112
330	0.2188492099
331	0.2187755197
332	0.2187012558
333	0.2186235135
334	0.2185730125
335	0.2184978086
336	0.2184348853
337	0.2183599492
338	0.2183269602
339	0.2182533162
340	0.2182071846
341	0.2181333774
342	0.2180591602
343	0.2180082472
344	0.2179529157
345	0.2179178603
346	0.2178770637
347	0.2178608576
348	0.2177846212
349	0.2177270486
350	0.2176967289
351	0.2176377507
352	0.2175775542
353	0.2175049901
354	0.2174571979
355	0.2174250687
356	0.2173689234
357	0.2172983449
358	0.2172344124
359	0.2171349105
360	0.2170486994
361	0.2169863456
362	0.2169415332
363	0.2168761851
364	0.2168420376
365	0.2168153795
366	0.2167566133
367	0.2166817442
368	0.2166251701
369	0.216580091
370	0.2165369954
371	0.2164788371
372	0.2164439046
373	0.21640831
374	0.2163611843
375	0.2162882793
376	0.2162732285
377	0.2162050882
378	0.2161303866
379	0.2160842107
380	0.2160423529
381	0.2159808358
382	0.2158708343
383	0.2157755562
384	0.2157242277
385	0.2156917227
386	0.215606575
387	0.2155229244
388	0.2154818538
389	0.2153855689
390	0.2153257453
391	0.2152688787
392	0.215185331
393	0.2151367713
394	0.2150545355
395	0.2150321635
396	0.2149963378
397	0.2149329228
398	0.2149076068
399	0.2148536259
400	0.2148226379
401	0.2147702121
402	0.2147252436
403	0.2146674276
404	0.2146147316
405	0.2145685454
406	0.2145297263
407	0.2144579402
408	0.2143959321
409	0.2143336295
410	0.2142630826
411	0.2142298126
412	0.2141468897
413	0.2141388009
414	0.2141167991
415	0.2140302225
416	0.2139555023
417	0.2139027117
418	0.2138504114
419	0.213809422
420	0.2137869245
421	0.2137607952
422	0.2137052923
423	0.2136548185
424	0.2136166248
425	0.2135640026
426	0.2135122898
427	0.2134763402
428	0.2134433322
429	0.2133756758
430	0.2133226708
431	0.2133199188
432	0.2132918196
433	0.2132559889
434	0.2132167774
435	0.2131575186
436	0.2130879629
437	0.2130050381
438	0.2129251678
439	0.2129148779
440	0.2128338988
441	0.212762011
442	0.2126902131
443	0.2125989846
444	0.2125559686
445	0.2124958791
446	0.2124452194
447	0.212403072
448	0.2123766665
449	0.2123279975
450	0.2122771748
451	0.2122244553
452	0.2121604669
453	0.2120914985
454	0.2120479052
455	0.2119598898
456	0.2119081315
457	0.211859962
458	0.2118360797
459	0.2117733277
460	0.2117288807
461	0.2116160112
462	0.2115899892
463	0.2115482387
464	0.2115463503
465	0.2114714163
466	0.2114084032
467	0.2113358838
468	0.2112748031
469	0.2112418014
470	0.2112086635
471	0.2111837458
472	0.2111494857
473	0.2111067292
474	0.211042936
475	0.2109817093
476	0.210913189
477	0.2108535287
478	0.2108520267
479	0.210806838
480	0.2107667232
481	0.2107255509
482	0.2106694085
483	0.2106674017
484	0.2106332489
485	0.2105441552
486	0.2105088418
487	0.2104630591
488	0.2104077482
489	0.2103372272
490	0.2102796152
491	0.2102108645
492	0.2101484314
493	0.2101406824
494	0.210086115
495	0.2100226339
496	0.2099853836
497	0.2099632527
498	0.2098626679
499	0.2098375163
500	0.2097748186
501	0.2097068251
502	0.2096388794
503	0.2095740814
504	0.2095299629
505	0.209479882
506	0.2094478915
507	0.2093824588
508	0.2093088858
509	0.2092833283
510	0.2092595217
511	0.2092230238
512	0.2092019483
513	0.2091640483
514	0.2091065369
515	0.2090593757
516	0.2090171297
517	0.2089712221
518	0.2089669108
519	0.2089006774
520	0.208899365
521	0.2088750738
522	0.2088672702
523	0.2088305114
524	0.2087715647
525	0.208711798
526	0.2086761591
527	0.2086021385
528	0.208574308
529	0.2085307397
530	0.2085112618
531	0.2084695601
532	0.2084219212
533	0.2083313073
534	0.2082679282
535	0.208255506
536	0.2082157233
537	0.2082125294
538	0.2081534414
539	0.2080999127
540	0.2080222846
541	0.2079591547
542	0.2079083943
543	0.2078631157
544	0.2078035167
545	0.207765675
546	0.2077533354
547	0.2076969362
548	0.2076496552
549	0.207593438
550	0.2075653531
551	0.2075101644
552	0.2074540885
553	0.207385693
554	0.2073628867
555	0.2073166686
556	0.2073131383
557	0.207273926
558	0.2071955408
559	0.2071561869
560	0.207154765
561	0.2071171952
562	0.2070571402
563	0.20701715
564	0.2070139644
565	0.2069757435
566	0.2068724606
567	0.2068451306
568	0.2067788029
569	0.2067270419
570	0.2066798602
571	0.2066368646
572	0.20659808
573	0.2065944043
574	0.2065761129
575	0.2065283212
576	0.2064547343
577	0.2064530699
578	0.2064505828
579	0.2063648271
580	0.2063285827
581	0.2062835869
582	0.2062390109
583	0.206207455
584	0.2062057742
585	0.2061719255
586	0.2061261096
587	0.2060782368
588	0.2060508929
589	0.2060496435
590	0.2059602141
591	0.2059148338
592	0.2058780165
593	0.2058771293
594	0.205793344
595	0.2057400437
596	0.2056906078
597	0.2056278032
598	0.2056130367
599	0.2055734769
600	0.2055703577
601	0.2055088947
602	0.2054741823
603	0.2054730147
604	0.2054393919
605	0.2053921373
606	0.2053196871
607	0.2052870042
608	0.2052590406
609	0.2052417835
610	0.2052121061
611	0.2051559982
612	0.2051531379
613	0.2051299982
614	0.2050541623
615	0.2050307427
616	0.2050020049
617	0.2049529503
618	0.2049223344
619	0.2048833729
620	0.2048500885
621	0.2048315631
622	0.2048052749
623	0.2047331936
624	0.2046854209
625	0.2046520341
626	0.2045925625
627	0.2045453647
628	0.2045231921
629	0.2044523858
630	0.2043890311
631	0.2043224606
632	0.2043164388
633	0.2042866746
634	0.2042073477
635	0.2041701915
636	0.2041115113
637	0.2040473149
638	0.2040183946
639	0.20398691
640	0.2039175189
641	0.2038905
642	0.2038292826
643	0.2037909754
644	0.2037725553
645	0.2037122922
646	0.2036454733
647	0.2036266694
648	0.2035758563
649	0.2035724868
650	0.2035269908
651	0.2034681961
652	0.203427498
653	0.2034255201
654	0.2034102831
655	0.2033548143
656	0.2033258648
657	0.2033038277
658	0.2033026974
659	0.2032717229
660	0.2032218989
661	0.2031385077
662	0.2031220941
663	0.2030963349
664	0.2030663267
665	0.203020083
666	0.2029687356
667	0.2029075839
668	0.2028759845
669	0.202833562
670	0.2027779839
671	0.202716291
672	0.2026961163
673	0.2026928768
674	0.2026371895
675	0.2026179129
676	0.202546845
677	0.2025073499
678	0.2024897514
679	0.2024812109
680	0.2024642262
681	0.2024230439
682	0.2023870039
683	0.2023159567
684	0.2022655797
685	0.2022231417
686	0.2021617436
687	0.2021078238
688	0.2021016165
689	0.2020582968
690	0.2019619113
691	0.2019118384
692	0.2018670107
693	0.2018510446
694	0.2018270332
695	0.2017974936
696	0.2017770746
697	0.2017140975
698	0.2017106806
699	0.201660685
700	0.201627378
701	0.2015700953
702	0.2015571081
703	0.2015403671
704	0.2015077249
705	0.2014970923
706	0.2014839522
707	0.2014567246
708	0.2014332441
709	0.2013809882
710	0.2013586804
711	0.2013213982
712	0.2013022447
713	0.2012627344
714	0.2012315825
715	0.2011887843
716	0.2011721602
717	0.2011448371
718	0.2010975745
719	0.2010510456
720	0.2009892835
721	0.2009774373
722	0.200943841
723	0.2009130941
724	0.2009069473
725	0.2008594312
726	0.2007713258
727	0.2007139497
728	0.2006927695
729	0.2006341598
730	0.2006066297
731	0.2005895203
732	0.2005225377
733	0.2004577409
734	0.200359741
735	0.2003580544
736	0.2002928065
737	0.2002671024
738	0.2002571562
739	0.2001887449
740	0.2001589401
741	0.2001141397
742	0.2000774983
743	0.2000331595
744	0.1999849646
745	0.1999611364
746	0.1999468892
747	0.1998959858
748	0.1998648966
749	0.1998254252
750	0.1997792049
751	0.1997479183
752	0.1997270468
753	0.1996462169
754	0.1996180238
755	0.1995708888
756	0.199529189
757	0.1994737451
758	0.1994725671
759	0.1994441177
760	0.1993741547
761	0.1993474681
762	0.1992959805
763	0.199255164
764	0.1992182675
765	0.1991962599
766	0.1991875066
767	0.1991457391
768	0.1991064003
769	0.199067529
770	0.199026318
771	0.1989990891
772	0.198957911
773	0.1989185244
774	0.1988975721
775	0.1988163869
776	0.1987668284
777	0.1987199624
778	0.1987143452
779	0.1986673258
780	0.1986265156
781	0.1985575187
782	0.1985244871
783	0.1984821931
784	0.1984752616
785	0.1984279721
786	0.1984084506
787	0.1983727992
788	0.1983456279
789	0.1983109495
790	0.1982705729
791	0.1982182756
792	0.198199464
793	0.1981758772
794	0.1981063491
795	0.1980229329
796	0.1979829503
797	0.1979236183
798	0.1979102018
799	0.1978928855
800	0.1978656845
801	0.1977871477
802	0.1977817253
803	0.1977641222
804	0.1977219582
805	0.1976989046
806	0.1976643847
807	0.1976266497
808	0.1975861024
809	0.1975690802
810	0.1975280978
811	0.1974742596
812	0.1974338017
813	0.197405215
814	0.1973792766
815	0.1973667286
816	0.1972917449
817	0.1972561144
818	0.1971433104
819	0.1971203956
820	0.1971042745
821	0.1970895486
822	0.1970372722
823	0.1969861654
824	0.1968976415
825	0.1968548586
826	0.1968382467
827	0.1968095861
828	0.1967576243
829	0.1967209895
830	0.1966446364
831	0.1965999829
832	0.1965428057
833	0.1965120875
834	0.1964806269
835	0.1964419456
836	0.196403919
837	0.1963386849
838	0.1963189148
839	0.1962887329
840	0.1962582423
841	0.196223755
842	0.1962080349
843	0.196139574
844	0.1961209536
845	0.1960824705
846	0.1960500692
847	0.1960223452
848	0.1959736556
849	0.1959348645
850	0.1958959449
851	0.19578556
852	0.1957619177
853	0.1957186254
854	0.1956364289
855	0.1956024692
856	0.1955012304
857	0.1954705415
858	0.1954302444
859	0.1954118128
860	0.195402895
861	0.195352854
862	0.1953114688
863	0.1952899241
864	0.1952469693
865	0.1952242527
866	0.1951921024
867	0.1951885569
868	0.1950988704
869	0.1950763959
870	0.1949787585
871	0.1949425426
872	0.1949131103
873	0.1948968262
874	0.1948588941
875	0.1947988906
876	0.1947710435
877	0.1946917529
878	0.1946781382
879	0.1945998276
880	0.1945855787
881	0.1945645671
882	0.1944874657
883	0.1944730763
884	0.1944022789
885	0.1943708805
886	0.19432331
887	0.1942888179
888	0.1942549066
889	0.1941914179
890	0.1941228408
891	0.1940930052
892	0.194080535
893	0.1940357428
894	0.1940237795
895	0.1939823319
896	0.1939392149
897	0.1938948901
898	0.1938548942
899	0.1938212937
900	0.1937901089
901	0.1936979333
902	0.1936611702
903	0.193643808
904	0.193642188
905	0.1936100678
906	0.1935511616
907	0.1935076706
908	0.193479992
909	0.1934621212
910	0.1934506661
911	0.1934174652
912	0.1933844343
913	0.1933160663
914	0.1932289117
915	0.1931447741
916	0.1930856049
917	0.1930688168
918	0.193039059
919	0.1930155359
920	0.1929979216
921	0.1929746962
922	0.1929248751
923	0.1929072778
924	0.1928922549
925	0.1928661634
926	0.1928269094
927	0.1928036893
928	0.1927723452
929	0.1927459736
930	0.1927250094
931	0.1926973369
932	0.192675739
933	0.1926486009
934	0.1926055858
935	0.192581545
936	0.1925485261
937	0.1925235893
938	0.1925000381
939	0.1924798493
940	0.1924590196
941	0.1924233639
942	0.1924012133
943	0.1923838781
944	0.1923725531
945	0.1923073678
946	0.1922975218
947	0.192271285
948	0.192231008
949	0.1921859221
950	0.1921504337
951	0.1921348529
952	0.1920876288
953	0.1920694879
954	0.1920288052
955	0.1919698653
956	0.1919155279
957	0.1919082695
958	0.1918846702
959	0.1918647482
960	0.191853031
961	0.1918081588
962	0.1917870555
963	0.1917517226
964	0.1917113665
965	0.1916795995
966	0.1916627925
967	0.1916445177
968	0.1916028311
969	0.1915745538
970	0.1915506119
971	0.1915239724
972	0.1915086351
973	0.1914600301
974	0.1914426812
975	0.1914053091
976	0.1913854514
977	0.1913541354
978	0.1913309453
979	0.1913127685
980	0.1912786647
981	0.1912533408
982	0.1912322213
983	0.1912122223
984	0.1911940758
985	0.191188608
986	0.1911760387
987	0.1911601998
988	0.1911297316
989	0.1910730791
990	0.1910376155
991	0.1909970704
992	0.1909547558
993	0.1909360569
994	0.190908983
995	0.1909003381
996	0.1908727196
997	0.1908416787
998	0.1908207528
999	0.1908164975
1000	0.1907857258
1001	0.1907684559
1002	0.1907567609
1003	0.1906756936
1004	0.1906583165
1005	0.1906227175
1006	0.1905144925
1007	0.1905133221
1008	0.1904697111
1009	0.1904555814
1010	0.1904161714
1011	0.1903547497
1012	0.1902815959
1013	0.1902387294
1014	0.1901917493
1015	0.1901581378
1016	0.1901556122
1017	0.1901350841
1018	0.1901036893
1019	0.1900646454
1020	0.1900186176
1021	0.1899972449
1022	0.1899851325
1023	0.1899449296
1024	0.1899372722
1025	0.1899136577
1026	0.1898642388
1027	0.1898064762
1028	0.1897921944
1029	0.1897742984
1030	0.1897342383
1031	0.1897283124
1032	0.1896804038
1033	0.1896431328
1034	0.1896233367
1035	0.189566904
1036	0.1895519178
1037	0.1895225337
1038	0.189499586
1039	0.1894908762
1040	0.1894487613
1041	0.1894472303
1042	0.1894413448
1043	0.1894046219
1044	0.1893401484
1045	0.1893229477
1046	0.1893089899
1047	0.1892726625
1048	0.1892524012
1049	0.1892300204
1050	0.1892167858
1051	0.1892069944
1052	0.1891735987
1053	0.1891229563
1054	0.1890679752
1055	0.189048871
1056	0.1889845727
1057	0.1889503202
1058	0.1889196043
1059	0.1888425465
1060	0.1888412594
1061	0.1888119382
1062	0.1887922273
1063	0.1887734917
1064	0.188745853
1065	0.1886982444
1066	0.1886841297
1067	0.1886236137
1068	0.1886050906
1069	0.1885741295
1070	0.1885501868
1071	0.1885196773
1072	0.1885115845
1073	0.1884769182
1074	0.1884282869
1075	0.188403561
1076	0.1883822725
1077	0.1883540316
1078	0.1883029421
1079	0.188244144
1080	0.1882181194
1081	0.1882026941
1082	0.1881761407
1083	0.1881586419
1084	0.1881457791
1085	0.1881360533
1086	0.188118891
1087	0.1880718165
1088	0.1880217968
1089	0.187989537
1090	0.1879461938
1091	0.1879298239
1092	0.1879202582
1093	0.1878730659
1094	0.1878539467
1095	0.1878355894
1096	0.1877986706
1097	0.1877861317
1098	0.187751813
1099	0.1876960521
1100	0.1876682295
1101	0.1876322406
1102	0.1875841936
1103	0.1875633907
1104	0.1875081267
1105	0.1874787153
1106	0.18745186
1107	0.1874329409
1108	0.1874188574
1109	0.1874183538
1110	0.187409383
1111	0.1873610853
1112	0.1873028173
1113	0.1872835198
1114	0.1872727725
1115	0.1872435682
1116	0.1872190515
1117	0.1871890447
1118	0.1871455341
1119	0.1871078874
1120	0.1871000818
1121	0.1870638633
1122	0.1870283141
1123	0.1870199578
1124	0.1870046704
1125	0.1869946805
1126	0.1869522437
1127	0.186939691
1128	0.1869238939
1129	0.1869227274
1130	0.1868900057
1131	0.18684613
1132	0.1867802758
1133	0.1867427271
1134	0.1867050984
1135	0.1866418626
1136	0.1865865073
1137	0.1865655057
1138	0.1865505418
1139	0.1865393593
1140	0.1865317567
1141	0.1865255627
1142	0.1865107433
1143	0.1864597328
1144	0.1864342926
1145	0.1863948082
1146	0.1863250855
1147	0.1862841505
1148	0.1862652687
1149	0.1862259478
1150	0.1861904475
1151	0.1861514252
1152	0.1861322648
1153	0.1861005472
1154	0.1860900413
1155	0.1860483657
1156	0.1860229989
1157	0.1860006112
1158	0.1859662864
1159	0.1859456021
1160	0.185920633
1161	0.1858911045
1162	0.1858346491
1163	0.1858132294
1164	0.185767757
1165	0.1857299884
1166	0.1856852351
1167	0.185663147
1168	0.185608782
1169	0.1855457162
1170	0.1855167377
1171	0.1855037539
1172	0.1854704173
1173	0.1854557413
1174	0.1854403605
1175	0.1854278205
1176	0.1854096365
1177	0.1853487904
1178	0.1853376552
1179	0.1853021957
1180	0.1852775289
1181	0.1852584552
1182	0.1852382843
1183	0.1852061383
1184	0.1851794386
1185	0.1851123342
1186	0.1850963041
1187	0.1850778508
1188	0.1850473957
1189	0.1850220768
1190	0.1849860202
1191	0.1849684439
1192	0.1849597193
1193	0.1849460086
1194	0.1849090961
1195	0.184882339
1196	0.1848655235
1197	0.1848360471
1198	0.1847984289
1199	0.1847310941
1200	0.1847177979
1201	0.1846799548
1202	0.1846571657
1203	0.1846333899
1204	0.1846320846
1205	0.1846203445
1206	0.1846093698
1207	0.1846047966
1208	0.1845529365
1209	0.1845189061
1210	0.1844955011
1211	0.1844738336
1212	0.1844356243
1213	0.184414349
1214	0.1843718024
1215	0.1843557294
1216	0.1843006901
1217	0.1842722366
1218	0.1842536842
1219	0.1842384808
1220	0.1842098727
1221	0.1841848366
1222	0.1841619425
1223	0.1841377805
1224	0.1841316526
1225	0.1841200731
1226	0.1840969193
1227	0.1840875073
1228	0.1840780404
1229	0.1840540926
1230	0.1840426459
1231	0.1840273585
1232	0.1840145631
1233	0.1839842942
1234	0.1839178041
1235	0.183876632
1236	0.1838373335
1237	0.1837979538
1238	0.18374066
1239	0.1837065008
1240	0.1836937128
1241	0.1836820813
1242	0.1836497766
1243	0.1836322363
1244	0.1836164923
1245	0.1836058109
1246	0.1835725232
1247	0.1834754333
1248	0.1834152424
1249	0.1834127909
1250	0.1833768973
1251	0.1833482556
1252	0.1832991084
1253	0.183220967
1254	0.1831833424
1255	0.1831321363
1256	0.1831178123
1257	0.1830819224
1258	0.1830657855
1259	0.1830391009
1260	0.1830352213
1261	0.1830075156
1262	0.182990137
1263	0.1829750289
1264	0.1829231686
1265	0.1829145211
1266	0.182888181
1267	0.1828810834
1268	0.1828726734
1269	0.1828703255
1270	0.1828566778
1271	0.1828473364
1272	0.1827926493
1273	0.1827559236
1274	0.182743897
1275	0.1827275381
1276	0.1827214025
1277	0.1826808339
1278	0.182661689
1279	0.1826318667
1280	0.1826111841
1281	0.1825844363
1282	0.1825252604
1283	0.1824676921
1284	0.1824348973
1285	0.1823958117
1286	0.1823288396
1287	0.1823059155
1288	0.1822985132
1289	0.1822813053
1290	0.1822698772
1291	0.1822384105
1292	0.1821930375
1293	0.1821347244
1294	0.1821094231
1295	0.1820678698
1296	0.1820144164
1297	0.1819888517
1298	0.1819865786
1299	0.1819712668
1300	0.1819225248
1301	0.1818949374
1302	0.1818732983
1303	0.1818576623
1304	0.1818219555
1305	0.1817959079
1306	0.1817951692
1307	0.1817845888
1308	0.1817728612
1309	0.1817567506
1310	0.1817441464
1311	0.1817165555
1312	0.18168885
1313	0.1816724127
1314	0.181660395
1315	0.181654818
1316	0.1816236519
1317	0.181565721
1318	0.1815538758
1319	0.1815285523
1320	0.1815203614
1321	0.1814828644
1322	0.1814448696
1323	0.1813770753
1324	0.1813431144
1325	0.1813240996
1326	0.1813064657
1327	0.1812859704
1328	0.1812748522
1329	0.1812364887
1330	0.181198104
1331	0.181164594
1332	0.1811422939
1333	0.1811167695
1334	0.1810963085
1335	0.1810560078
1336	0.1810346576
1337	0.1810111789
1338	0.1810100719
1339	0.1809633422
1340	0.1809425725
1341	0.1809068677
1342	0.1808977412
1343	0.1808762868
1344	0.1808294378
1345	0.1807763614
1346	0.1807565707
1347	0.1807259606
1348	0.1807060419
1349	0.1807037171
1350	0.1806841708
1351	0.180663339
1352	0.1806201923
1353	0.1805698664
1354	0.180552213
1355	0.180521799
1356	0.1804874659
1357	0.1804731276
1358	0.1804207097
1359	0.180339062
1360	0.1803302747
1361	0.1803147172
1362	0.1802673033
1363	0.1802495789
1364	0.1802287026
1365	0.1801941395
1366	0.1801499622
1367	0.1801175256
1368	0.1801093467
1369	0.1800715151
1370	0.1800504514
1371	0.1799859086
1372	0.1799649822
1373	0.1799332009
1374	0.1799037405
1375	0.1798932032
1376	0.1798799395
1377	0.1798000251
1378	0.1797836196
1379	0.1797660994
1380	0.1797562272
1381	0.1797395857
1382	0.1797111241
1383	0.1796870418
1384	0.1796782436
1385	0.1796588377
1386	0.1796529544
1387	0.1796370148
1388	0.1795880595
1389	0.1795779044
1390	0.1795573536
1391	0.1795466511
1392	0.1795316322
1393	0.1795061037
1394	0.1794737573
1395	0.1794541977
1396	0.1794237073
1397	0.1793235726
1398	0.1792782235
1399	0.1792434689
1400	0.1792061952
1401	0.1791694435
1402	0.1791688957
1403	0.1791559298
1404	0.1791359638
1405	0.1791267454
1406	0.179091897
1407	0.1790691256
1408	0.1790292678
1409	0.1789860854
1410	0.1789718996
1411	0.178967592
1412	0.1789387478
1413	0.178863527
1414	0.1788563659
1415	0.1788362784
1416	0.178799906
1417	0.178786652
1418	0.1787840678
1419	0.1787605776
1420	0.1787301617
1421	0.178710918
1422	0.1786845388
1423	0.1786701076
1424	0.1786474947
1425	0.1786243995
1426	0.1785752206
1427	0.1785741026
1428	0.1785300445
1429	0.1784648332
1430	0.1784336022
1431	0.1784317712
1432	0.1784165959
1433	0.1783713595
1434	0.1783472939
1435	0.1783245704
1436	0.1782983724
1437	0.1782902568
1438	0.1782700959
1439	0.1782060596
1440	0.1781627605
1441	0.1781061511
1442	0.1780938892
1443	0.1780507426
1444	0.1780256477
1445	0.1780046225
1446	0.177983183
1447	0.1779602005
1448	0.1779409145
1449	0.1779330852
1450	0.1778985808
1451	0.1778902986
1452	0.1778637704
1453	0.1778434236
1454	0.1778204421
1455	0.1778180841
1456	0.1777796628
1457	0.1777676389
1458	0.1777470013
1459	0.1776892875
1460	0.1776863895
1461	0.1776468785
1462	0.1776455086
1463	0.1775990331
1464	0.177570915
1465	0.1775500419
1466	0.1775313916
1467	0.1775261196
1468	0.1774878272
1469	0.1774375177
1470	0.1774183424
1471	0.1773889224
1472	0.1773559191
1473	0.1773373381
1474	0.1773181792
1475	0.1772853622
1476	0.1772784368
1477	0.1772506779
1478	0.1771858273
1479	0.177168658
1480	0.1771358243
1481	0.1771143596
1482	0.1770810061
1483	0.1770436192
1484	0.1770248123
1485	0.1769739626
1486	0.1769509772
1487	0.1769339843
1488	0.1769214005
1489	0.1769064045
1490	0.1769008832
1491	0.1768956327
1492	0.1768900873
1493	0.1768675266
1494	0.1768387974
1495	0.1768030899
1496	0.1767919178
1497	0.1767288261
1498	0.1766921079
1499	0.176676713
1500	0.1766643249
1501	0.1766556559
1502	0.1766494918
1503	0.1766441303
1504	0.1766356069
1505	0.1766162625
1506	0.1765971451
1507	0.1765404618
1508	0.1765101527
1509	0.1764708644
1510	0.1764478056
